song,artist,weeks,peak,year,genre,gsId
Love On My Mind Tonight,The Temptations,3,88,1983,Rock,NULL
Wind Beneath My Wings,Lou Rawls,6,65,1983,Jazz,NULL
Desperate But Not Serious,Adam Ant,8,66,1983,Other,NULL
Escalator Of Life,Robert Hazard,9,58,1983,Other,NULL
Down Under,Men At Work,17,1,1983,Rock,NULL
I Don't Care Anymore,Phil Collins,11,39,1983,Pop,NULL
Allentown,Billy Joel,17,17,1983,Other,NULL
You And I,"Eddie Rabbitt,Crystal Gayle",17,7,1983,Other,NULL
"Baby, Come To Me","Patti Austin,James Ingram",17,1,1983,Other,NULL
If You Wanna Get Back Your Lady,Pointer Sisters,5,67,1983,Pop,NULL
You Are In My System,The System,8,64,1983,Rhythm and blues (R&B),NULL
Should I Stay Or Should I Go?,The Clash,10,50,1983,Rock,NULL
Count On Me,Gerard McMahon,3,85,1983,Rock,NULL
My Kind Of Lady,Supertramp,12,31,1983,Rock,NULL
Your Love Is Driving Me Crazy,Sammy Hagar,16,13,1983,Heavy metal,NULL
Sex (I'm A...),Berlin,7,62,1983,Other,NULL
Nice Girls,Melissa Manchester,11,42,1983,Other,NULL
Only You,Yaz,8,67,1983,Rock,NULL
American Made,Oak Ridge Boys,5,72,1983,Pop,NULL
Walking In L.A.,Missing Persons,6,70,1983,Pop,NULL
Eenie Meenie,Jeffrey Osborne,5,76,1983,Funk,NULL
Burning Heart,Vandenberg,14,39,1983,Other,NULL
Always,Firefall,13,59,1983,Rock,NULL
Carrie's Gone,Le Roux,4,81,1983,Other,NULL
So Close,Diana Ross,10,40,1983,Jazz,NULL
Let Me Go,Heaven 17,5,74,1983,Other,NULL
Something To Grab For,Ric Ocasek,9,47,1983,Other,NULL
Pass The Dutchie,Musical Youth,15,10,1983,Pop,NULL
Winds Of Change,Jefferson Starship,11,38,1983,Heavy metal,NULL
Dreamin' Is Easy,Steel Breeze,13,30,1983,Other,NULL
On The Loose,Saga,14,26,1983,Rock,NULL
The Woman In Me,Donna Summer,14,33,1983,Funk,NULL
It's Raining Men,The Weather Girls,11,46,1983,Dance,NULL
I'm Alive,Neil Diamond,12,35,1983,Rock,NULL
Land Of A Thousand Dances,The J. Geils Band,6,60,1983,Rhythm and blues (R&B),NULL
Goody Two Shoes,Adam Ant,14,12,1983,Other,NULL
Come Give Your Love To Me,Janet Jackson,9,58,1983,Hip hop/Rap,NULL
Love Me Again,The John Hall Band,10,64,1983,Other,NULL
Tied Up,Olivia Newton-John,11,38,1983,Pop,NULL
Keep It Tight,Single Bullet Theory,4,78,1983,Other,NULL
You Can't Hurry Love,Phil Collins,13,10,1983,Pop,NULL
Don't Tell Me You Love Me,Night Ranger,11,40,1983,Rock,NULL
What Love Is,Marty Balin,6,63,1983,Rock,NULL
I Can't Stand Still,Don Henley,11,48,1983,Rock,NULL
Betcha She Don't Love You,"Evelyn ""Champagne"" King",11,49,1983,Other,NULL
The Clapping Song,Pia Zadora,12,36,1983,Other,NULL
Heart To Heart,Kenny Loggins,12,15,1983,Rock,NULL
The Other Guy,Little River Band,12,11,1983,Rock,NULL
Maneater,Daryl Hall & John Oates,12,1,1983,Other,NULL
Africa,Toto,12,1,1983,Rock,NULL
Please Mr. Postman,Gentle Persuasion,4,82,1983,Other,NULL
Shoppin' From A To Z,Toni Basil,4,77,1983,Dance,NULL
Sexual Healing,Marvin Gaye,12,3,1983,Dance,NULL
Heart Of The Night,Juice Newton,11,25,1983,Pop,NULL
Gloria,Laura Branigan,11,5,1983,Pop,NULL
You Got Lucky,Tom Petty & The Heartbreakers,11,20,1983,Rock,NULL
What About Me,Moving Pictures,11,29,1983,Rock,NULL
Rock The Casbah,The Clash,11,8,1983,Rock,NULL
The Blues,"Randy Newman,Paul Simon",8,51,1983,Other,NULL
She's A Runner,Billy Squier,6,75,1983,Heavy metal,NULL
Shoot For The Moon,Poco,11,50,1983,Rock,NULL
Space Age Love Song,A Flock Of Seagulls,11,30,1983,Other,NULL
Windows,Missing Persons,8,63,1983,Pop,NULL
Voo Doo,Rachel Sweet,5,72,1983,Other,NULL
New Frontier,Donald Fagen,6,70,1983,Rock,NULL
Too Much Love To Hide,"Crosby, Stills & Nash",6,69,1983,Rock,NULL
Bread And Butter,Robert John,4,68,1983,Other,NULL
The Girl Is Mine,"Michael Jackson,Paul McCartney",10,2,1983,Other,NULL
Little Thing Called Love,Neil Young,6,71,1983,Rock,NULL
Mickey,Toni Basil,10,2,1983,Dance,NULL
Dirty Laundry,Don Henley,10,3,1983,Rock,NULL
Hand To Hold On To,John Cougar Mellencamp,10,19,1983,Other,NULL
Heartbreaker,Dionne Warwick,10,10,1983,Rhythm and blues (R&B),NULL
What You're Missing,Chicago,5,81,1983,Rock,NULL
The Look Of Love (Part One),ABC,9,18,1983,Other,NULL
Love In Store,Fleetwood Mac,9,22,1983,Pop,NULL
The One That Really Matters,Survivor,6,74,1983,Heavy metal,NULL
After I Cry Tonight,Lanier & Co.,9,48,1983,Other,NULL
I Knew You When,Linda Ronstadt,9,37,1983,Pop,NULL
All Those Lies,Glenn Frey,9,41,1983,Rock,NULL
Forever,Little Steven & The Disciples Of Soul,8,63,1983,Other,NULL
Right Before Your Eyes,America,8,45,1983,Other,NULL
Still Taking Chances,Michael Murphey,7,76,1983,Country,NULL
Got To Be There,Chaka Khan,7,67,1983,Hip hop/Rap,NULL
I Do,The J. Geils Band,8,24,1983,Rock,NULL
Shock The Monkey,Peter Gabriel,8,29,1983,Pop,NULL
Steppin' Out,Joe Jackson,8,6,1983,Other,NULL
Memory,Barry Manilow,8,39,1983,Other,NULL
Bad Boy,Ray Parker Jr.,8,35,1983,Rhythm and blues (R&B),NULL
Feet Don't Fail Me Now,Utopia,6,82,1983,Rock,NULL
Put It In A Magazine,Sonny Charles,7,40,1983,Other,NULL
Two Less Lonely People In The World,Air Supply,7,38,1983,Other,NULL
What If (I Said I Love You),Unipop,7,71,1983,Other,NULL
Truly,Lionel Richie,6,10,1983,Pop,NULL
Give It Up,Steve Miller Band,6,60,1983,Pop,NULL
Rock This Town,Stray Cats,6,9,1983,Alternative rock,NULL
A Penny For Your Thoughts,Tavares,6,33,1983,Pop,NULL
Papa Was A Rollin' Stone,Wolf,6,55,1983,Heavy metal,NULL
"Let's Go Dancin' (Ooh La, La, La)",Kool & The Gang,6,30,1983,Soul,NULL
Are You Serious,Tyrone Davis,5,57,1983,Other,NULL
All Touch,Rough Trade,5,58,1983,Other,NULL
Are You Getting Enough Happiness,Hot Chocolate,5,65,1983,Pop,NULL
Industrial Disease,Dire Straits,4,75,1983,Heavy metal,NULL
Psychobabble,The Alan Parsons Project,5,57,1983,Other,NULL
Funny How Time Slips Away,Spinners,5,67,1983,Rhythm and blues (R&B),NULL
Eminence Front,The Who,5,68,1983,Heavy metal,NULL
Shadows Of The Night,Pat Benatar,5,13,1983,Heavy metal,NULL
Does It Make You Remember,Kim Carnes,5,36,1983,Soul,NULL
Take The Time,Michael Stanley Band,4,81,1983,Other,NULL
Everybody Wants You,Billy Squier,4,32,1983,Heavy metal,NULL
It's Raining Again,Supertramp,4,11,1983,Rock,NULL
Young Love,Janet Jackson,4,64,1983,Soul,NULL
Missing You,Dan Fogelberg,4,23,1983,Rock,NULL
Goodbye To You,Scandal,4,85,1983,Rock,NULL
I Gotta Try,Michael McDonald,4,44,1983,Soul,NULL
Muscles,Diana Ross,4,41,1983,Soul,NULL
On The Wings Of Love,Jeffrey Osborne,4,29,1983,Rhythm and blues (R&B),NULL
Heart Attack,Olivia Newton-John,4,46,1983,Pop,NULL
Be My Lady,Jefferson Starship,4,58,1983,Rock,NULL
Up Where We Belong,"Joe Cocker,Jennifer Warnes",4,21,1983,Other,NULL
Nowhere To Run,Santana,3,66,1983,Heavy metal,NULL
"Beg, Borrow Or Steal",Hughes\/Thrall,3,79,1983,Heavy metal,NULL
"(You're So Square) Baby, I Don't Care",Joni Mitchell,3,61,1983,Pop,NULL
Heartlight,Neil Diamond,3,87,1983,Rock,NULL
Whatcha Gonna Do,Chilliwack,3,62,1983,Rock,NULL
Pressure,Billy Joel,3,93,1983,Other,NULL
Bad Boy\/Having A Party,Luther Vandross,3,55,1983,Soul,NULL
Cross My Heart,Lee Ritenour,3,69,1983,Jazz,NULL
American Heartbeat,Survivor,2,100,1983,Rock,NULL
Painted Picture,Commodores,2,70,1983,Funk,NULL
Southern Cross,"Crosby, Stills & Nash",2,84,1983,Rock,NULL
Don't Stop Trying,Rodway,2,97,1983,Other,NULL
The Elvis Medley,Elvis Presley,2,71,1983,Pop,NULL
You Don't Want Me Anymore,Steel Breeze,2,99,1983,Other,NULL
Who Can It Be Now?,Men At Work,2,95,1983,Pop,NULL
I.G.Y. (What A Beautiful World),Donald Fagen,2,83,1983,Rock,NULL
Used To Be,"Charlene,Stevie Wonder",2,70,1983,Other,NULL
Nobody,Sylvia,2,94,1983,Country,NULL
I'm So Excited,Pointer Sisters,1,98,1983,Country,NULL
Destination Unknown,Missing Persons,1,92,1983,Pop,NULL
Forever Mine,The Motels,1,96,1983,Alternative rock,NULL
Love Me Tomorrow,Chicago,1,91,1983,Rock,NULL
Theme From Dynasty,Bill Conti,1,86,1983,Other,NULL
Southern Cross,"Crosby, Stills & Nash",15,18,1982,Rock,NULL
I Knew You When,Linda Ronstadt,3,53,1982,Jazz,NULL
The Other Guy,Little River Band,6,18,1982,Rock,NULL
Twilight Zone,Golden Earring,5,52,1982,Rock,NULL
Shame On The Moon,Bob Seger,2,30,1982,Rock,NULL
It's Raining Again,Supertramp,9,11,1982,Rock,NULL
Allentown,Billy Joel,5,37,1982,Other,NULL
The Clapping Song,Pia Zadora,3,74,1982,Other,NULL
On The Loose,Saga,4,56,1982,Rock,NULL
The Elvis Medley,Elvis Presley,5,71,1982,Pop,NULL
What About Me,Moving Pictures,15,34,1982,Pop,NULL
"(You're So Square) Baby, I Don't Care",Joni Mitchell,6,47,1982,Jazz,NULL
Who Can It Be Now?,Men At Work,25,1,1982,Pop,NULL
You Got Lucky,Tom Petty & The Heartbreakers,7,28,1982,Rock,NULL
Rock The Casbah,The Clash,13,15,1982,Rock,NULL
I Gotta Try,Michael McDonald,7,44,1982,Rhythm and blues (R&B),NULL
Papa Was A Rollin' Stone,Wolf,3,67,1982,Heavy metal,NULL
The Woman In Me,Donna Summer,2,60,1982,Pop,NULL
On The Wings Of Love,Jeffrey Osborne,14,29,1982,Rhythm and blues (R&B),NULL
Dirty Laundry,Don Henley,9,4,1982,Pop,NULL
Be My Lady,Jefferson Starship,12,28,1982,Pop,NULL
Shoot For The Moon,Poco,2,79,1982,Rock,NULL
Shadows Of The Night,Pat Benatar,11,13,1982,Heavy metal,NULL
Africa,Toto,9,14,1982,Heavy metal,NULL
Eminence Front,The Who,1,80,1982,Pop,NULL
Nobody,Sylvia,18,15,1982,Pop,NULL
You Can't Hurry Love,Phil Collins,8,20,1982,Rock,NULL
Truly,Lionel Richie,12,1,1982,Rhythm and blues (R&B),NULL
Heart Attack,Olivia Newton-John,17,3,1982,Pop,NULL
Memory,Barry Manilow,6,45,1982,Other,NULL
Forever Mine,The Motels,7,60,1982,Alternative rock,NULL
Painted Picture,Commodores,4,72,1982,Rhythm and blues (R&B),NULL
Love Me Tomorrow,Chicago,14,22,1982,Rock,NULL
Back On The Chain Gang,The Pretenders,3,63,1982,Other,NULL
Do You Really Want To Hurt Me,Culture Club,4,51,1982,Rock,NULL
Heart Of The Night,Juice Newton,5,36,1982,Pop,NULL
Don't Stop Trying,Rodway,3,83,1982,Other,NULL
Everybody Wants You,Billy Squier,13,32,1982,Rock,NULL
All Those Lies,Glenn Frey,3,49,1982,Pop,NULL
All Touch,Rough Trade,2,76,1982,Other,NULL
Pass The Dutchie,Musical Youth,3,59,1982,Pop,NULL
Theme From Dynasty,Bill Conti,8,52,1982,Other,NULL
Heart To Heart,Kenny Loggins,5,22,1982,Rock,NULL
Your Love Is Driving Me Crazy,Sammy Hagar,3,39,1982,Heavy metal,NULL
Whatcha Gonna Do,Chilliwack,10,41,1982,Rock,NULL
I.G.Y. (What A Beautiful World),Donald Fagen,12,26,1982,Rock,NULL
After I Cry Tonight,Lanier & Co.,4,64,1982,Other,NULL
Pressure,Billy Joel,14,20,1982,Other,NULL
Love In Store,Fleetwood Mac,5,27,1982,Rock,NULL
Nowhere To Run,Santana,5,66,1982,Heavy metal,NULL
Muscles,Diana Ross,13,10,1982,Pop,NULL
Funny How Time Slips Away,Spinners,3,75,1982,Pop,NULL
Goodbye To You,Scandal,7,65,1982,Rock,NULL
Rock This Town,Stray Cats,15,9,1982,Alternative rock,NULL
Does It Make You Remember,Kim Carnes,8,38,1982,Pop,NULL
Up Where We Belong,"Joe Cocker,Jennifer Warnes",19,1,1982,Other,NULL
Right Before Your Eyes,America,5,48,1982,Other,NULL
Down Under,Men At Work,8,8,1982,Pop,NULL
**1999**,Prince,9,44,1982,Rhythm and blues (R&B),NULL
Destination Unknown,Missing Persons,13,42,1982,Pop,NULL
Young Love,Janet Jackson,2,73,1982,Soul,NULL
Bad Boy,Ray Parker Jr.,4,47,1982,Funk,NULL
Bad Boy\/Having A Party,Luther Vandross,9,55,1982,Soul,NULL
A Penny For Your Thoughts,Tavares,15,33,1982,Pop,NULL
Gloria,Laura Branigan,25,2,1982,Dance,NULL
Missing You,Dan Fogelberg,12,23,1982,Rock,NULL
The Look Of Love (Part One),ABC,16,19,1982,Other,NULL
Cross My Heart,Lee Ritenour,4,69,1982,Jazz,NULL
Mickey,Toni Basil,17,1,1982,Dance,NULL
Sexual Healing,Marvin Gaye,9,7,1982,Jazz,NULL
Two Less Lonely People In The World,Air Supply,7,40,1982,Other,NULL
Forever,Little Steven & The Disciples Of Soul,1,81,1982,Other,NULL
Steppin' Out,Joe Jackson,19,6,1982,Other,NULL
Are You Serious,Tyrone Davis,1,88,1982,Other,NULL
I Know There's Something Going On,Frida,8,54,1982,Other,NULL
Are You Getting Enough Happiness,Hot Chocolate,2,78,1982,Funk,NULL
Heartbreaker,Dionne Warwick,12,12,1982,Soul,NULL
"Let's Go Dancin' (Ooh La, La, La)",Kool & The Gang,9,31,1982,Jazz,NULL
What If (I Said I Love You),Unipop,1,90,1982,Other,NULL
American Heartbeat,Survivor,14,17,1982,Heavy metal,NULL
Space Age Love Song,A Flock Of Seagulls,7,42,1982,Other,NULL
"Baby, Come To Me","Patti Austin,James Ingram",15,17,1982,Other,NULL
You And I,"Eddie Rabbitt,Crystal Gayle",12,16,1982,Other,NULL
Used To Be,"Charlene,Stevie Wonder",9,46,1982,Other,NULL
Put It In A Magazine,Sonny Charles,7,50,1982,Other,NULL
Hand To Hold On To,John Cougar Mellencamp,8,24,1982,Other,NULL
Psychobabble,The Alan Parsons Project,5,57,1982,Other,NULL
Maneater,Daryl Hall & John Oates,11,1,1982,Other,NULL
"Beg, Borrow Or Steal",Hughes\/Thrall,2,82,1982,Heavy metal,NULL
Goody Two Shoes,Adam Ant,7,25,1982,Other,NULL
Hungry Like The Wolf,Duran Duran,1,77,1982,Alternative rock,NULL
Shock The Monkey,Peter Gabriel,10,35,1982,Rock,NULL
Give It Up,Steve Miller Band,3,68,1982,Rock,NULL
You Don't Want Me Anymore,Steel Breeze,18,16,1982,Other,NULL
Take The Time,Michael Stanley Band,1,89,1982,Other,NULL
The Girl Is Mine,"Michael Jackson,Paul McCartney",8,3,1982,Other,NULL
Heartlight,Neil Diamond,16,5,1982,Country,NULL
Stray Cat Strut,Stray Cats,1,43,1982,Alternative rock,NULL
I'm So Excited,Pointer Sisters,15,30,1982,Soul,NULL
I Do,The J. Geils Band,6,26,1982,Rhythm and blues (R&B),NULL
Eye In The Sky,The Alan Parsons Project,25,3,1982,Other,NULL
Wake Up My Love,George Harrison,5,53,1982,Rock,NULL
A Love Song,Kenny Rogers,10,47,1982,Rock,NULL
Get Closer,Linda Ronstadt,12,29,1982,Pop,NULL
Stand Or Fall,The Fixx,8,76,1982,Rock,NULL
You've Got Another Thing Comin',Judas Priest,7,67,1982,Heavy metal,NULL
Jack & Diane,John Cougar Mellencamp,22,1,1982,Other,NULL
Pledge Pin,Robert Plant,5,74,1982,Heavy metal,NULL
Break It To Me Gently,Juice Newton,17,11,1982,Country,NULL
I Wouldn't Beg For Water,Sheena Easton,7,64,1982,Dance,NULL
Love Come Down,"Evelyn ""Champagne"" King",16,17,1982,Other,NULL
The One You Love,Glenn Frey,17,15,1982,Pop,NULL
You Can Do Magic,America,20,8,1982,Other,NULL
I Keep Forgettin' (Every Time You're Near),Michael McDonald,19,4,1982,Rock,NULL
Shakin',Eddie Money,9,63,1982,Pop,NULL
Somebody's Baby,Jackson Browne,19,7,1982,Country,NULL
New World Man,Rush,12,21,1982,Rock,NULL
Cool Magic,Steve Miller Band,8,57,1982,Rock,NULL
What's Forever For,Michael Murphey,20,19,1982,Country,NULL
I Ran (So Far Away),A Flock Of Seagulls,22,9,1982,Other,NULL
Athena,The Who,14,28,1982,Heavy metal,NULL
State Of Independence,Donna Summer,10,41,1982,Rock,NULL
Valerie,Steve Winwood,4,70,1982,Rock,NULL
Gypsy,Fleetwood Mac,14,12,1982,Rock,NULL
I Get Excited,Rick Springfield,12,32,1982,Pop,NULL
Talk Talk,Talk Talk,7,75,1982,Other,NULL
I Need You,Paul Carrack,13,37,1982,Other,NULL
Sweet Time,REO Speedwagon,14,26,1982,Heavy metal,NULL
Tough World,Donnie Iris,6,57,1982,Rock,NULL
The Message,Grandmaster Flash,7,62,1982,Hip hop/Rap,NULL
Get Up And Go,Go-Go's,9,50,1982,Rock,NULL
Tug Of War,Paul McCartney,8,53,1982,Other,NULL
The Only Way Out,Cliff Richard,7,64,1982,Rock,NULL
Right Here And Now,Bill Medley,8,58,1982,Other,NULL
Eye Of The Tiger,Survivor,25,1,1982,Heavy metal,NULL
Close Enough To Perfect,Alabama,12,65,1982,Other,NULL
Attack Of The Name Game,Stacy Lattisaw,6,70,1982,Dance,NULL
So Much In Love,Timothy B. Schmit,8,59,1982,Rock,NULL
She's Tight,Cheap Trick,7,65,1982,Heavy metal,NULL
Don't Fight It,"Kenny Loggins,Steve Perry",12,17,1982,Other,NULL
Young Love,Air Supply,9,38,1982,Other,NULL
Hold On,Santana,14,15,1982,Heavy metal,NULL
Hard To Say I'm Sorry,Chicago,24,1,1982,Soul,NULL
Abracadabra,Steve Miller Band,25,1,1982,Rock,NULL
Ribbon In The Sky,Stevie Wonder,7,54,1982,Pop,NULL
Jump To It,Aretha Franklin,12,24,1982,Other,NULL
Big Fun,Kool & The Gang,11,21,1982,Rhythm and blues (R&B),NULL
Please Be The One,Karla Bonoff,7,63,1982,Pop,NULL
You Dropped A Bomb On Me,The Gap Band,13,31,1982,Soul,NULL
You Should Hear How She Talks About You,Melissa Manchester,25,5,1982,Other,NULL
Blue Eyes,Elton John,18,12,1982,Pop,NULL
Voyeur,Kim Carnes,12,29,1982,Rock,NULL
Tainted Love,Soft Cell,43,8,1982,Other,NULL
Situation,Yaz,8,73,1982,Rock,NULL
I Will Always Love You,Dolly Parton,14,53,1982,Country,NULL
You Keep Runnin' Away,38 Special,11,38,1982,Other,NULL
Hurts So Good,John Cougar Mellencamp,28,2,1982,Other,NULL
Johnny Can't Read,Don Henley,11,42,1982,Rock,NULL
Let Me Tickle Your Fancy,Jermaine Jackson,15,18,1982,Rhythm and blues (R&B),NULL
Take The L.,The Motels,9,52,1982,Alternative rock,NULL
Make Believe,Toto,13,30,1982,Rock,NULL
Do You Wanna Touch Me (Oh Yeah),Joan Jett & The Blackhearts,14,20,1982,Other,NULL
Love Will Turn You Around,Kenny Rogers,17,13,1982,Rock,NULL
Electricland,Bad Company,4,74,1982,Other,NULL
777-9311,The Time,3,88,1982,Pop,NULL
Think I'm In Love,Eddie Money,17,16,1982,Heavy metal,NULL
Holdin' On,Tane Cain,11,37,1982,Other,NULL
Love Is In Control (Finger On The Trigger),Donna Summer,18,10,1982,Rock,NULL
Let It Be Me,Willie Nelson,12,40,1982,Country,NULL
Take It Away,Paul McCartney,16,10,1982,Other,NULL
Only Time Will Tell,Asia,14,17,1982,Other,NULL
Hot In The City,Billy Idol,17,23,1982,Other,NULL
All Of My Love,Bobby Caldwell,6,77,1982,Other,NULL
Machinery,Sheena Easton,7,57,1982,Rhythm and blues (R&B),NULL
Burning Down One Side,Robert Plant,6,64,1982,Country,NULL
Hold Me,Fleetwood Mac,17,4,1982,Rock,NULL
I'm Never Gonna Say Goodbye,Billy Preston,3,88,1982,Funk,NULL
Should I Stay Or Should I Go,The Clash,13,45,1982,Rock,NULL
Even The Nights Are Better,Air Supply,18,5,1982,Other,NULL
Oh Julie,Barry Manilow,11,38,1982,Other,NULL
Never Been In Love,Randy Meisner,11,28,1982,Rock,NULL
Workin' For A Livin',Huey Lewis & The News,9,41,1982,Other,NULL
Still In The Game,Steve Winwood,10,47,1982,Jazz,NULL
I Only Want To Be With You,Nicolette Larson,9,53,1982,Country,NULL
And I Am Telling You I'm Not Going,Jennifer Holliday,14,22,1982,Dance,NULL
Wasted On The Way,"Crosby, Stills & Nash",15,9,1982,Rock,NULL
When I'm Holding You Tight,Michael Stanley Band,4,78,1982,Other,NULL
Night Shift,Quarterflash,8,60,1982,Rock,NULL
Valley Girl,Frank Zappa,12,32,1982,Rock,NULL
Vacation,Go-Go's,14,8,1982,Rock,NULL
He Got You,Ronnie Milsap,7,59,1982,Country,NULL
He Could Be The One,Josie Cotton,7,74,1982,Other,NULL
I'm The One,Roberta Flack,11,42,1982,Rhythm and blues (R&B),NULL
Planet Rock,Afrika Bambaataa,11,48,1982,Other,NULL
Out Of Work,Gary U.S. Bonds,16,21,1982,Other,NULL
Right Away,Kansas,6,73,1982,Rock,NULL
American Music,Pointer Sisters,14,16,1982,Jazz,NULL
Keep The Fire Burnin',REO Speedwagon,16,7,1982,Heavy metal,NULL
Let It Whip,Dazz Band,23,5,1982,Rhythm and blues (R&B),NULL
She Looks A Lot Like You,Clocks,5,67,1982,Other,NULL
Only The Lonely,The Motels,23,9,1982,Alternative rock,NULL
Your Daddy Don't Know,Toronto,8,77,1982,Rock,NULL
Themes From E.T. (The Extra-Terrestrial),Walter Murphy,9,47,1982,Other,NULL
Kids In America,Kim Wilde,18,25,1982,Dance,NULL
In The Driver's Seat,John Schneider,6,72,1982,Other,NULL
Love Or Let Me Be Lonely,Paul Davis,10,40,1982,Alternative rock,NULL
Rosanna,Toto,23,2,1982,Heavy metal,NULL
"Someday, Someway",Marshall Crenshaw,11,36,1982,Other,NULL
How Can I Live Without Her,Christopher Atkins,7,71,1982,Other,NULL
Sara,Bill Champlin,8,61,1982,Other,NULL
She Got The Goldmine (I Got The Shaft),Jerry Reed,9,57,1982,Country,NULL
Ain't Nothing Like The Real Thing\/You're All I Need To Get By,"Chris Christian,Amy Holland",3,88,1982,Other,NULL
Let Me Go,Ray Parker Jr.,9,38,1982,Funk,NULL
Words,Missing Persons,11,42,1982,Pop,NULL
Don't Run My Life,Spys,5,82,1982,Heavy metal,NULL
I Really Don't Need No Light,Jeffrey Osborne,15,39,1982,Funk,NULL
Emotions In Motion,Billy Squier,6,68,1982,Heavy metal,NULL
Don't You Want Me,The Human League,28,1,1982,Dance,NULL
Sad Hearts,Four Tops,3,84,1982,Pop,NULL
Paperlate,Genesis,14,32,1982,Heavy metal,NULL
Calling All Girls,Queen,6,60,1982,Heavy metal,NULL
Luanne,Foreigner,6,75,1982,Rock,NULL
Love Plus One,Haircut One Hundred,17,37,1982,Other,NULL
If The Love Fits Wear It,Leslie Pearl,16,28,1982,Other,NULL
Hot Fun In The Summertime,Dayton,7,58,1982,Funk,NULL
Love's Been A Little Bit Hard On Me,Juice Newton,17,7,1982,Country,NULL
Seasons Of The Heart,John Denver,5,78,1982,Rock,NULL
Do I Do,Stevie Wonder,14,13,1982,Rhythm and blues (R&B),NULL
I Found Somebody,Glenn Frey,13,31,1982,Rock,NULL
Personally,Karla Bonoff,18,19,1982,Pop,NULL
Your Imagination,Daryl Hall & John Oates,11,33,1982,Other,NULL
Now Or Never,Axe,6,64,1982,Other,NULL
Route 101,Herb Alpert,10,37,1982,Pop,NULL
Caught Up In You,38 Special,17,10,1982,Other,NULL
Enough Is Enough,April Wine,8,50,1982,Other,NULL
Hooked On Swing,Larry Elgart,12,31,1982,Jazz,NULL
Still They Ride,Journey,14,19,1982,Heavy metal,NULL
Foolin' Yourself,Aldo Nova,6,65,1982,Other,NULL
Early In The Morning,The Gap Band,14,24,1982,Rhythm and blues (R&B),NULL
Why,Carly Simon,6,74,1982,Rock,NULL
What Kind Of Fool Am I,Rick Springfield,12,21,1982,Heavy metal,NULL
Going To A Go-Go,The Rolling Stones,11,25,1982,Heavy metal,NULL
Take Me Down,Alabama,13,18,1982,Other,NULL
Play The Game Tonight,Kansas,15,17,1982,Rock,NULL
Ebony And Ivory,"Paul McCartney,Stevie Wonder",19,1,1982,Other,NULL
If You Want My Love,Cheap Trick,11,45,1982,Rock,NULL
Mega Force,707,6,62,1982,Other,NULL
Younger Days,Joe Fagin,3,80,1982,Rock,NULL
Heat Of The Moment,Asia,18,4,1982,Other,NULL
Forget Me Nots,Patrice Rushen,16,23,1982,Soul,NULL
Nice Girls,Eye To Eye,13,37,1982,Other,NULL
